speed,acceleration,brake_force,steering_rate,following_distance,blink_frequency,risk_score,risk_label
31.1,0.78,0.002,2.3,67.9,40.9,0.0661,0
95.0,-0.27,0.069,10.5,107.2,53.0,0.1964,1
39.3,0.79,0.007,29.7,11.4,41.2,0.1469,1
54.7,0.38,0.006,9.9,60.1,20.9,0.0111,0
102.4,4.48,0.001,21.1,4.2,30.6,0.3201,2
33.9,-0.17,0.031,20.1,120.0,41.0,0.1229,1
21.1,-4.69,0.542,0.1,1.0,54.8,0.4578,2
16.7,3.94,0.005,0.8,10.6,22.2,0.0751,0
95.9,-0.92,0.105,8.0,34.1,0.0,0.0862,0
95.7,0.16,0.003,19.3,23.0,10.4,0.0562,0
62.2,-0.98,0.12,4.8,12.8,18.2,0.0438,0
107.6,-1.08,0.138,22.0,2.0,23.8,0.309,2
57.5,-2.01,0.187,4.3,75.9,37.6,0.0622,0
61.5,-3.6,0.43,5.4,48.1,17.3,0.0356,0
55.3,-1.29,0.202,3.9,2.0,12.7,0.1425,1
14.9,0.93,0.0,5.8,34.9,22.9,0.0675,0
50.2,-2.96,0.312,6.1,4.6,13.5,0.1031,1
21.6,0.91,0.001,6.6,82.8,3.6,0.0372,0
43.6,4.18,0.003,3.4,1.7,13.2,0.2398,2
98.5,0.52,0.006,4.9,5.1,9.0,0.2185,2
12.2,-2.5,0.419,9.3,37.0,27.6,0.0,0
48.4,0.72,0.006,0.1,1.0,12.8,0.1202,1
47.1,1.72,0.004,7.9,52.3,27.6,0.0394,0
84.6,2.35,0.002,0.2,7.6,13.2,0.1498,1
35.3,0.34,0.006,9.3,49.4,23.3,0.0151,0
91.9,1.09,0.005,4.8,16.0,25.7,0.0761,0
39.7,1.53,0.0,6.2,1.5,13.2,0.2267,2
102.9,1.08,0.006,16.6,19.4,10.0,0.0851,0
87.6,0.57,0.005,11.2,32.0,27.6,0.093,0
74.7,-1.15,0.172,26.6,19.2,11.4,0.0801,0
49.5,1.72,0.005,2.8,57.7,46.6,0.09,0
25.8,-0.96,0.083,5.1,35.0,11.5,0.0,0
63.0,4.68,0.004,2.5,3.3,13.3,0.1945,1
105.1,-1.15,0.1,2.0,1.2,30.7,0.3694,2
35.2,1.44,0.001,11.0,11.2,0.7,0.0788,0
107.0,-2.3,0.197,10.7,30.4,34.7,0.1875,1
108.8,-0.86,0.073,6.8,48.6,12.0,0.145,1
38.5,-1.06,0.141,1.6,49.3,43.1,0.0924,0
74.6,-2.46,0.229,8.4,1.8,28.1,0.1511,1
128.6,-1.03,0.161,7.1,40.9,17.7,0.06,0
46.3,0.65,0.006,8.4,8.5,10.2,0.086,0
94.0,-0.45,0.064,6.0,62.6,37.6,0.1455,1
32.3,2.15,0.003,0.9,17.2,17.2,0.0822,0
67.9,-1.68,0.164,5.3,4.1,15.9,0.2404,2
43.2,1.26,0.006,3.8,120.0,40.1,0.0605,0
73.7,-1.07,0.118,3.1,5.7,15.4,0.1162,1
108.4,2.03,0.006,10.9,8.0,0.0,0.1962,1
67.1,1.41,0.003,11.1,18.8,36.0,0.0278,0
64.7,1.82,0.003,36.4,1.0,9.1,0.2884,2
35.3,-0.29,0.07,10.1,43.8,39.6,0.1491,1
124.5,2.39,0.002,3.5,15.0,21.9,0.1478,1
136.8,-2.99,0.402,7.6,10.8,19.4,0.2959,2
82.2,0.8,0.001,10.1,14.5,45.6,0.1152,1
139.3,0.25,0.004,5.3,87.0,25.6,0.1308,1
98.1,1.5,0.005,10.2,17.0,9.8,0.1114,1
8.6,-0.14,0.034,17.1,34.9,25.5,0.0254,0
27.3,-1.77,0.271,10.0,1.0,21.1,0.211,2
49.4,-1.97,0.334,1.9,35.2,33.3,0.0731,0
89.4,-0.02,0.015,3.9,2.5,11.4,0.1525,1
16.6,-0.47,0.087,33.0,39.5,7.2,0.0765,0
80.3,1.54,0.006,4.5,62.6,13.8,0.0256,0
111.6,1.72,0.005,17.7,6.7,38.1,0.2571,2
56.4,0.09,0.003,1.5,8.1,34.5,0.125,1
75.7,0.05,0.005,42.1,41.3,0.9,0.127,1
84.9,1.92,0.006,2.4,38.4,17.9,0.096,0
83.0,-0.44,0.061,32.5,39.4,21.5,0.1172,1
52.0,-0.37,0.058,0.5,41.3,11.2,0.087,0
100.3,-2.38,0.357,8.6,10.6,6.9,0.2046,2
53.4,1.58,0.004,2.0,75.1,19.2,0.0852,0
76.8,-0.16,0.023,10.4,57.2,28.5,0.0,0
65.2,2.05,0.001,23.0,3.4,16.9,0.1374,1
53.7,-2.17,0.187,3.5,1.1,28.8,0.2895,2
78.2,-0.88,0.098,5.1,62.5,4.1,0.1279,1
116.9,1.7,0.004,0.5,6.0,35.7,0.2337,2
17.9,0.59,0.004,8.6,33.8,0.0,0.1728,1
66.3,-2.13,0.177,9.2,27.1,23.3,0.0,0
25.2,1.66,0.004,9.6,32.3,10.5,0.0027,0
17.6,-2.35,0.303,24.5,24.0,27.9,0.0609,0
38.1,1.49,0.007,1.0,8.4,0.0,0.1153,1
123.9,-1.76,0.166,6.4,22.5,30.5,0.2027,2
77.1,2.18,0.003,3.5,19.0,5.3,0.1376,1
53.3,0.2,0.004,2.8,9.1,14.3,0.0677,0
48.0,0.62,0.005,4.1,10.7,10.5,0.0789,0
92.5,-0.15,0.026,27.9,26.0,46.1,0.0677,0
73.1,0.16,0.002,2.9,45.2,22.2,0.0441,0
51.9,0.15,0.005,0.9,22.6,28.3,0.0432,0
24.8,1.27,0.007,5.3,14.4,23.9,0.0225,0
35.8,-0.11,0.013,3.1,3.3,15.1,0.103,1
124.1,2.63,0.001,3.4,1.0,43.8,0.4612,2
78.4,-1.33,0.232,6.0,2.3,35.1,0.2807,2
43.7,1.55,0.006,16.9,1.8,34.4,0.2224,2
87.0,1.02,0.003,18.0,4.5,53.6,0.2645,2
101.2,2.22,0.0,6.6,58.5,10.3,0.1205,1
47.8,0.22,0.007,18.2,4.1,23.1,0.0928,0
56.9,0.59,0.006,1.8,5.4,45.3,0.2156,2
64.2,0.57,0.005,3.1,23.7,20.1,0.0069,0
31.0,-2.19,0.387,1.7,19.4,17.7,0.0174,0
76.9,0.71,0.005,25.4,45.3,17.3,0.0005,0
34.5,5.89,0.005,14.1,6.5,5.5,0.2451,2
20.3,2.9,0.007,14.6,16.5,43.0,0.0843,0
34.8,-1.4,0.149,11.6,2.9,17.7,0.142,1
74.7,-3.24,0.433,0.1,22.1,11.3,0.1048,1
40.6,0.09,0.006,2.4,23.1,53.9,0.0557,0
58.2,1.95,0.002,20.6,47.1,3.7,0.0317,0
63.9,-0.07,0.029,6.6,10.0,28.2,0.0054,0
26.7,3.4,0.003,13.6,8.8,21.7,0.0266,0
145.6,-1.4,0.145,2.4,76.1,33.0,0.2578,2
53.9,0.4,0.001,0.7,15.0,18.6,0.0266,0
96.7,-0.2,0.02,17.6,8.5,8.0,0.1555,1
62.1,1.32,0.004,2.7,23.3,32.7,0.1321,1
104.5,1.44,0.001,2.5,3.9,28.6,0.2011,2
110.5,2.14,0.004,5.1,12.2,2.3,0.2051,2
80.8,-0.22,0.056,7.9,15.4,29.2,0.07,0
16.4,2.26,0.005,9.9,53.7,31.2,0.0474,0
123.8,0.62,0.006,25.9,32.4,41.6,0.3081,2
42.9,2.45,0.004,14.1,12.4,15.2,0.0523,0
26.7,2.7,0.006,7.5,15.6,24.3,0.0,0
101.4,0.03,0.006,1.6,71.3,20.9,0.1111,1
71.7,-1.21,0.095,1.5,45.3,1.7,0.0928,0
73.7,0.37,0.006,1.4,3.1,32.3,0.2428,2
45.2,1.78,0.007,43.2,11.1,28.2,0.1328,1
106.0,-2.71,0.377,16.7,15.5,22.9,0.1116,1
30.5,-0.89,0.111,0.9,5.6,17.3,0.0519,0
71.5,1.23,0.0,3.6,3.4,45.4,0.2532,2
26.5,-4.66,0.67,3.9,9.6,13.6,0.1277,1
102.9,-1.86,0.297,3.8,27.1,25.3,0.1022,1
137.0,-1.1,0.089,0.1,79.7,14.2,0.1763,1
86.5,-0.15,0.036,5.7,92.5,34.8,0.1378,1
34.7,-0.58,0.086,19.5,52.2,53.0,0.1429,1
98.4,-0.55,0.068,1.1,31.0,16.9,0.0326,0
56.0,-2.4,0.234,0.7,1.9,17.9,0.2063,2
41.3,3.19,0.001,10.4,1.0,50.3,0.338,2
57.3,-1.09,0.129,14.8,1.0,38.7,0.2593,2
17.7,-3.43,0.32,2.8,2.6,26.5,0.1916,1
123.1,2.04,0.003,23.8,15.6,21.2,0.1703,1
61.0,-1.4,0.203,11.5,1.0,14.7,0.1743,1
83.4,-2.18,0.335,6.5,11.0,25.6,0.1083,1
128.0,1.22,0.005,16.1,75.9,9.2,0.1877,1
119.6,-0.93,0.094,3.9,20.6,54.0,0.2253,2
46.8,0.3,0.001,3.1,23.3,12.2,0.0201,0
68.8,-1.14,0.15,3.0,16.9,51.0,0.1869,1
40.4,-0.83,0.137,2.0,100.0,28.6,0.0,0
108.7,-1.79,0.205,21.1,4.6,21.1,0.2128,2
117.5,-2.19,0.264,5.0,92.8,17.9,0.162,1
19.5,6.0,0.004,20.7,15.7,19.6,0.1376,1
125.2,-1.49,0.212,21.5,64.9,26.7,0.1642,1
32.3,-2.63,0.337,1.4,25.6,0.0,0.1191,1
65.7,2.03,0.001,0.4,5.7,24.1,0.1127,1
21.5,0.48,0.007,34.6,39.8,27.6,0.1161,1
82.4,0.03,0.007,2.4,3.6,27.6,0.1712,1
31.3,-0.88,0.091,4.8,41.8,23.2,0.0331,0
49.9,-0.73,0.074,1.4,1.0,25.6,0.1459,1
69.1,-0.54,0.095,29.3,3.9,0.9,0.2122,2
13.1,2.05,0.004,1.0,11.1,13.5,0.0755,0
87.4,-0.45,0.052,16.5,1.7,45.1,0.3041,2
8.0,2.06,0.003,19.7,42.6,18.1,0.0314,0
48.4,-0.1,0.013,25.7,15.0,31.8,0.1128,1
91.4,-0.37,0.079,6.2,24.1,16.7,0.0874,0
104.6,-1.84,0.267,8.3,2.7,48.7,0.359,2
49.9,3.86,0.004,7.1,1.0,13.0,0.2348,2
29.0,0.03,0.007,7.7,99.5,4.7,0.0582,0
72.9,-0.0,0.03,2.8,3.9,17.9,0.1921,1
91.9,3.35,0.004,8.6,44.3,19.0,0.0824,0
83.0,0.75,0.002,3.0,25.6,6.9,0.0475,0
65.2,0.95,0.003,8.8,40.9,13.9,0.1176,1
116.9,0.11,0.007,17.4,23.1,16.4,0.069,0
54.8,-1.39,0.182,0.0,12.3,28.6,0.0,0
60.4,2.19,0.0,19.9,18.8,11.5,0.0802,0
56.8,-2.55,0.198,5.9,19.1,8.5,0.0914,0
87.5,-1.76,0.17,9.4,4.9,16.9,0.2787,2
61.8,-1.4,0.171,3.0,25.5,27.4,0.0,0
129.2,0.45,0.005,65.0,4.8,18.0,0.4007,2
118.8,-0.03,0.004,9.5,19.5,34.5,0.187,1
70.0,-3.35,0.335,36.1,27.9,12.6,0.1156,1
15.9,4.17,0.001,14.8,41.7,23.4,0.1419,1
119.0,1.37,0.001,20.9,19.6,25.4,0.1818,1
94.7,-0.88,0.144,3.0,23.8,10.9,0.0619,0
21.0,0.78,0.003,10.3,32.5,12.4,0.0,0
101.7,0.8,0.002,4.4,11.3,0.0,0.1778,1
14.7,-0.59,0.073,17.0,1.2,25.0,0.1925,1
21.2,0.71,0.006,37.3,8.8,12.2,0.0881,0
56.3,0.73,0.004,2.4,3.1,17.5,0.1648,1
153.5,1.96,0.006,13.3,35.7,18.2,0.2114,2
41.2,0.12,0.003,13.7,42.0,24.8,0.0055,0
118.8,0.58,0.004,4.3,86.6,14.3,0.0653,0
122.6,-0.38,0.053,1.5,23.0,18.3,0.1325,1
37.2,-0.78,0.076,3.8,16.2,32.2,0.0719,0
86.7,-1.39,0.138,1.8,70.7,35.8,0.0577,0
120.5,-1.45,0.212,21.5,63.0,0.4,0.2368,2
95.5,-0.84,0.108,17.6,25.7,32.3,0.0839,0
24.1,-0.42,0.052,14.5,37.2,32.2,0.0608,0
16.3,1.81,0.001,14.2,5.5,18.0,0.096,0
109.8,-0.68,0.075,5.1,18.1,27.0,0.0932,0
48.9,-0.6,0.079,23.7,10.4,14.5,0.0751,0
89.6,-0.53,0.092,16.6,43.4,10.3,0.0868,0
47.0,-0.09,0.03,23.6,55.2,11.4,0.0,0
50.7,3.06,0.001,6.9,12.8,2.1,0.1074,1
56.5,-0.68,0.123,3.3,16.3,22.3,0.0459,0
41.1,1.01,0.005,10.5,6.6,20.8,0.1327,1
85.5,0.63,0.001,11.5,52.6,0.0,0.126,1
94.6,0.11,0.006,12.3,3.7,17.4,0.189,1
36.2,-1.72,0.275,4.9,62.3,28.6,0.0336,0
37.5,0.94,0.005,7.2,24.0,35.5,0.0563,0
112.3,-3.47,0.506,1.2,7.0,30.0,0.2261,2
34.2,-1.84,0.246,9.2,13.9,6.0,0.1576,1
81.4,-0.97,0.101,6.2,2.7,22.2,0.1949,1
123.1,-0.4,0.063,2.1,22.6,18.5,0.2372,2
31.6,0.15,0.004,6.8,41.1,36.2,0.0743,0
49.4,2.5,0.005,4.3,26.4,32.8,0.0877,0
46.4,1.13,0.005,10.6,4.5,23.9,0.1317,1
53.5,0.3,0.007,16.5,20.1,32.8,0.1157,1
72.6,-0.6,0.083,5.3,44.0,1.0,0.0902,0
43.6,-0.59,0.078,17.9,49.3,16.4,0.0813,0
90.1,-2.04,0.193,1.9,34.2,9.0,0.1646,1
91.6,-3.79,0.342,10.1,11.4,26.6,0.1361,1
63.4,-2.3,0.338,5.6,97.2,22.9,0.0459,0
37.6,2.11,0.004,4.7,42.4,28.5,0.0,0
109.2,-1.28,0.239,2.6,46.0,12.0,0.0698,0
68.2,-0.94,0.112,2.8,47.5,0.0,0.0599,0
19.6,1.84,0.006,6.1,32.9,17.4,0.0,0
32.2,-4.76,0.568,18.2,17.5,23.3,0.0825,0
61.7,-1.05,0.123,8.0,14.8,22.8,0.0331,0
48.7,-1.98,0.313,8.5,35.8,7.5,0.147,1
37.2,0.53,0.005,12.5,16.6,0.2,0.1446,1
56.8,1.0,0.002,3.4,57.6,1.4,0.0631,0
32.7,1.03,0.006,4.8,6.5,25.5,0.0994,1
73.6,2.71,0.003,18.8,37.8,4.1,0.1065,1
54.3,1.0,0.002,0.5,6.8,26.3,0.1055,1
76.8,0.45,0.006,7.2,15.8,12.6,0.0,0
69.7,4.38,0.001,7.7,2.2,25.4,0.2597,2
94.5,-3.83,0.566,8.0,17.1,29.4,0.2107,2
79.4,3.96,0.002,14.3,18.7,10.2,0.1008,1
82.3,3.14,0.006,6.0,5.0,47.9,0.2914,2
76.2,-0.27,0.042,18.6,9.8,9.5,0.0706,0
79.1,-1.27,0.121,4.1,6.0,21.3,0.0996,1
86.9,-1.18,0.145,4.1,14.1,11.9,0.0319,0
70.3,-0.52,0.067,33.2,25.4,3.0,0.1528,1
138.9,2.15,0.001,3.9,3.8,22.6,0.3141,2
67.5,-4.44,0.619,2.1,12.5,29.6,0.165,1
15.9,3.62,0.002,8.0,19.8,35.6,0.0874,0
39.0,-0.0,0.025,30.4,40.0,27.5,0.0294,0
78.3,2.12,0.006,15.1,24.4,1.3,0.1932,1
68.7,-2.21,0.354,5.7,43.4,44.4,0.1397,1
63.2,1.3,0.003,7.0,1.8,0.0,0.2691,2
17.2,0.7,0.006,61.6,5.2,32.4,0.1811,1
81.9,1.02,0.006,12.7,64.9,14.3,0.1076,1
22.0,-1.25,0.116,1.1,27.2,8.2,0.0,0
118.4,-0.69,0.094,9.4,13.3,14.3,0.1675,1
48.3,-2.22,0.367,28.5,11.3,38.8,0.2092,2
82.7,1.38,0.007,2.1,34.4,24.6,0.066,0
43.9,2.42,0.005,14.9,54.5,17.9,0.0493,0
8.9,0.51,0.006,5.4,19.1,0.6,0.1219,1
33.6,-4.82,0.574,1.5,3.6,26.8,0.2091,2
59.3,2.44,0.001,18.2,50.6,35.6,0.1942,1
15.9,0.21,0.003,10.2,12.9,53.9,0.119,1
131.3,-4.78,0.678,0.1,55.6,32.3,0.4037,2
66.9,-3.07,0.344,17.8,36.6,13.7,0.1087,1
55.3,-1.9,0.183,7.7,9.8,9.3,0.0884,0
107.1,-0.0,0.021,9.8,3.0,10.1,0.1953,1
59.0,-1.84,0.233,8.3,17.8,20.6,0.0208,0
90.8,-1.6,0.178,4.9,2.1,19.2,0.228,2
25.6,1.65,0.001,1.5,44.0,13.8,0.1235,1
104.5,2.14,0.001,12.7,1.5,10.7,0.2415,2
31.6,1.71,0.003,11.5,71.5,32.4,0.0691,0
60.2,-2.94,0.466,19.6,17.2,14.1,0.1688,1
71.4,1.7,0.004,9.5,16.5,0.1,0.1279,1
109.1,-0.86,0.162,0.5,46.2,16.5,0.0683,0
79.1,3.53,0.003,5.3,19.8,41.8,0.1675,1
92.9,0.47,0.004,1.1,13.7,12.0,0.051,0
47.9,2.19,0.004,9.1,5.7,19.9,0.1244,1
97.5,1.0,0.003,2.3,32.7,25.7,0.0619,0
88.1,0.78,0.0,28.7,17.3,49.9,0.2611,2
30.7,-0.66,0.12,1.7,17.6,37.7,0.0974,1
82.7,2.17,0.007,17.9,7.3,7.1,0.1731,1
36.0,1.68,0.004,9.4,3.9,18.1,0.1105,1
72.3,-0.6,0.06,3.7,9.5,24.8,0.0146,0
124.9,-0.79,0.116,15.7,40.9,24.0,0.0679,0
83.8,-1.28,0.157,33.8,24.6,13.9,0.076,0
78.5,1.47,0.001,1.6,10.8,28.4,0.089,0
64.9,0.43,0.002,18.3,8.8,10.6,0.0814,0
66.5,0.52,0.001,16.7,1.0,14.1,0.2017,2
17.3,-0.65,0.072,14.3,1.0,16.6,0.1889,1
53.5,2.62,0.007,3.2,16.4,13.6,0.0212,0
81.9,-2.68,0.273,14.7,7.4,34.5,0.2662,2
25.3,1.41,0.004,0.8,69.0,24.6,0.0221,0
82.2,1.77,0.004,1.1,20.4,53.6,0.1371,1
82.2,-0.57,0.093,3.7,58.1,14.3,0.0127,0
21.8,-2.61,0.4,3.0,5.7,46.0,0.2819,2
105.6,0.69,0.002,6.5,3.3,7.1,0.2679,2
20.4,2.15,0.003,8.3,44.8,28.7,0.0,0
41.5,3.19,0.003,3.6,23.5,39.6,0.1523,1
36.4,1.18,0.007,11.9,30.9,47.9,0.1954,1
51.5,-1.1,0.105,0.1,20.1,36.0,0.0794,0
53.7,1.25,0.003,2.6,11.1,16.8,0.0229,0
99.0,0.9,0.002,4.4,8.5,0.7,0.236,2
89.4,0.58,0.006,5.0,2.5,19.6,0.1736,1
119.6,-1.59,0.236,4.5,2.1,36.5,0.254,2
39.4,1.08,0.004,0.1,15.0,14.3,0.0,0
52.0,0.85,0.004,27.8,8.7,3.9,0.1382,1
7.7,4.37,0.007,14.4,21.6,10.4,0.1124,1
15.5,0.16,0.003,0.1,30.8,35.8,0.0359,0
79.6,3.05,0.003,4.3,26.6,25.1,0.0251,0
120.7,2.5,0.001,5.8,53.7,34.2,0.2486,2
45.3,0.09,0.005,2.4,33.2,16.9,0.0087,0
128.6,2.23,0.001,24.8,12.5,2.3,0.2539,2
24.2,-1.41,0.124,13.1,11.2,30.6,0.0496,0
50.7,-0.35,0.053,19.9,1.6,29.0,0.224,2
42.2,-0.96,0.106,13.4,20.0,13.1,0.0,0
68.9,-0.28,0.03,4.4,28.4,10.2,0.0096,0
85.2,-3.61,0.547,6.5,9.6,13.2,0.1333,1
42.7,3.24,0.004,0.6,46.8,17.8,0.0265,0
145.7,-0.55,0.094,5.5,11.2,21.2,0.2106,2
87.3,1.42,0.004,16.2,11.0,24.9,0.1288,1
26.9,0.44,0.0,13.8,9.5,16.0,0.0,0
25.7,-0.49,0.077,15.4,2.5,40.6,0.198,2
77.4,-2.3,0.372,3.2,120.0,40.4,0.1214,1
9.8,-1.65,0.277,1.0,16.5,23.0,0.0761,0
129.0,-0.42,0.073,6.2,70.2,37.1,0.1971,2
84.3,-0.85,0.125,6.5,21.4,33.3,0.1476,1
71.1,-1.75,0.277,9.8,50.7,31.9,0.1226,1
48.1,-1.24,0.211,1.0,23.1,22.1,0.0223,0
66.7,0.83,0.005,0.4,26.1,6.1,0.0,0
62.4,1.58,0.005,13.8,75.3,14.0,0.006,0
117.9,-2.1,0.195,10.2,35.9,35.3,0.2373,2
49.3,-1.58,0.179,2.5,4.9,31.1,0.1663,1
25.7,0.39,0.004,18.3,26.8,0.0,0.0846,0
40.4,-0.29,0.04,4.3,10.4,23.7,0.0,0
73.1,-0.66,0.08,6.5,13.0,19.9,0.0,0
54.7,1.66,0.006,1.3,50.7,14.9,0.0787,0
35.2,0.33,0.004,36.0,48.0,1.6,0.0979,1
26.8,-2.92,0.235,12.9,10.9,30.2,0.085,0
64.8,-1.44,0.143,2.7,59.5,20.0,0.0,0
44.6,-2.99,0.517,29.8,16.1,0.0,0.159,1
45.1,-0.32,0.043,4.8,8.4,19.4,0.0587,0
86.4,-2.39,0.329,5.5,1.1,25.5,0.1923,1
37.2,-3.17,0.292,1.8,9.3,41.1,0.1744,1
85.6,-3.7,0.333,5.6,36.4,2.5,0.1837,1
101.7,3.57,0.005,36.2,16.4,46.9,0.2352,2
74.0,-2.46,0.311,5.7,6.1,15.3,0.1173,1
21.4,-0.57,0.09,12.0,16.2,22.2,0.0526,0
60.2,0.11,0.001,38.4,59.9,40.5,0.1547,1
67.6,0.21,0.003,9.8,8.7,31.9,0.111,1
75.7,1.12,0.0,3.3,29.1,7.4,0.0042,0
23.8,-0.09,0.029,4.2,3.6,33.3,0.1123,1
99.6,-0.82,0.149,2.7,51.6,13.6,0.0758,0
121.1,0.4,0.005,29.3,17.8,24.0,0.1553,1
24.0,0.38,0.003,22.4,8.4,28.5,0.068,0
33.4,0.09,0.003,10.1,47.9,7.4,0.0548,0
50.8,1.15,0.002,0.8,3.8,25.8,0.1221,1
27.5,-1.13,0.139,15.7,10.9,26.8,0.0,0
14.9,-0.36,0.038,17.0,4.6,1.7,0.1664,1
102.1,-2.39,0.317,13.9,51.3,15.3,0.1042,1
23.5,-0.44,0.086,1.9,14.4,5.7,0.0427,0
123.4,-1.15,0.196,3.3,8.7,41.8,0.229,2
23.0,1.9,0.007,16.7,48.4,17.7,0.088,0
95.9,-2.63,0.196,5.9,58.5,16.9,0.0599,0
9.1,-0.86,0.143,2.8,2.6,13.0,0.1444,1
58.3,-0.94,0.166,10.3,23.0,11.3,0.0078,0
99.2,1.21,0.0,9.0,20.2,3.6,0.1004,1
46.3,-2.3,0.208,7.3,44.9,20.0,0.097,1
27.0,0.01,0.001,4.2,17.6,26.1,0.0343,0
23.6,0.14,0.004,14.9,2.4,23.6,0.132,1
39.4,1.66,0.003,8.4,89.8,3.3,0.0215,0
127.4,-1.54,0.159,20.1,19.8,27.5,0.1968,2
136.2,-2.35,0.315,17.7,25.3,30.4,0.2728,2
37.3,0.86,0.0,28.6,1.3,43.7,0.2643,2
45.1,-2.51,0.409,13.5,40.4,12.7,0.0063,0
47.9,-0.94,0.117,1.5,58.6,26.3,0.0549,0
75.5,-0.43,0.072,4.5,8.6,36.0,0.0894,0
97.5,1.11,0.005,14.0,8.5,54.4,0.2483,2
140.1,-2.78,0.329,1.4,5.7,50.5,0.4321,2
50.8,-0.53,0.101,11.3,19.7,36.8,0.0996,1
93.7,0.05,0.002,4.0,1.0,15.4,0.2166,2
66.6,-1.55,0.261,2.7,3.4,1.7,0.2666,2
74.2,-0.64,0.113,7.9,23.7,19.5,0.0331,0
36.9,1.6,0.005,0.9,16.6,20.4,0.0,0
59.8,-0.91,0.119,11.8,34.1,23.0,0.0035,0
94.6,-0.66,0.081,5.2,33.9,25.4,0.0349,0
87.6,1.59,0.001,9.1,14.3,18.2,0.0992,1
90.2,-0.39,0.062,0.9,28.1,23.1,0.0856,0
89.5,2.41,0.003,5.8,49.1,17.3,0.0633,0
59.1,-2.95,0.241,15.4,22.7,25.8,0.1502,1
102.9,-0.49,0.081,12.4,86.4,6.5,0.0242,0
40.4,1.4,0.005,7.7,120.0,13.1,0.0,0
68.5,-1.29,0.185,2.1,18.0,23.3,0.0293,0
58.3,-0.42,0.07,8.9,7.5,27.3,0.0479,0
66.4,2.27,0.002,11.3,38.8,18.6,0.0457,0
68.6,-1.39,0.209,8.2,4.8,41.2,0.2359,2
32.6,0.87,0.003,14.1,37.2,17.8,0.1059,1
63.1,1.34,0.0,4.7,14.7,11.3,0.0175,0
78.9,0.14,0.007,5.0,37.7,17.7,0.0275,0
30.2,0.07,0.005,28.4,8.8,2.5,0.1417,1
64.4,-1.84,0.292,24.1,15.2,18.9,0.1529,1
110.7,1.32,0.002,2.0,45.2,49.4,0.1976,2
78.4,-2.26,0.267,2.8,10.4,18.2,0.1102,1
38.1,0.7,0.002,8.4,13.1,38.1,0.0815,0
35.6,-0.93,0.084,8.2,21.4,0.1,0.1102,1
73.6,-0.71,0.105,0.8,25.7,39.4,0.1179,1
147.0,-0.36,0.054,24.5,5.2,25.4,0.3849,2
47.5,0.9,0.004,14.9,23.7,43.3,0.1613,1
48.9,2.81,0.004,15.9,16.4,28.7,0.0574,0
65.9,0.2,0.005,11.8,39.1,37.5,0.0782,0
60.2,-1.3,0.122,1.8,26.4,22.0,0.1012,1
55.9,-2.59,0.394,4.5,17.3,22.1,0.0286,0
36.0,2.09,0.002,4.0,49.1,33.9,0.0796,0
53.2,0.32,0.005,44.5,22.9,21.5,0.1281,1
121.1,-0.42,0.073,1.2,15.8,45.6,0.2151,2
72.0,0.11,0.006,8.1,5.4,16.5,0.1089,1
19.0,1.38,0.007,14.8,5.8,6.3,0.0991,1
83.7,-0.74,0.061,5.2,4.0,7.1,0.1652,1
139.1,-1.2,0.12,7.5,43.2,37.2,0.3192,2
117.2,-2.36,0.165,1.8,1.0,48.4,0.4239,2
58.0,-1.94,0.229,2.3,86.5,20.5,0.1384,1
25.9,-0.62,0.075,11.9,22.3,14.6,0.0073,0
108.9,1.93,0.004,12.9,3.0,23.6,0.183,1
100.0,-0.92,0.162,8.2,41.8,13.4,0.0608,0
3.6,0.47,0.006,23.6,52.1,38.8,0.1046,1
98.6,2.02,0.007,4.7,11.5,2.9,0.168,1
34.1,0.69,0.007,12.9,11.3,6.9,0.0,0
29.7,3.55,0.005,12.9,46.9,0.7,0.1298,1
52.1,0.12,0.007,6.2,16.6,26.9,0.0273,0
76.3,-0.28,0.049,17.6,17.9,19.6,0.0312,0
40.0,-0.69,0.1,7.5,55.4,34.1,0.0617,0
116.6,3.59,0.001,9.8,3.5,54.7,0.4219,2
85.7,2.2,0.002,0.4,54.1,16.3,0.0991,1
34.5,-2.63,0.307,11.7,65.3,46.6,0.1376,1
106.9,3.8,0.005,10.5,1.0,34.6,0.3838,2
90.0,0.9,0.002,23.7,28.7,13.4,0.1445,1
62.1,0.23,0.006,1.5,8.3,9.5,0.1247,1
60.0,0.93,0.007,2.1,20.8,8.7,0.0744,0
108.3,-1.73,0.21,6.6,26.2,0.0,0.2058,2
48.8,0.35,0.004,4.3,21.9,32.6,0.0168,0
130.0,-0.56,0.103,1.5,28.4,18.7,0.0691,0
56.6,-0.65,0.083,1.7,20.4,27.5,0.0274,0
64.5,1.73,0.006,12.6,33.9,22.1,0.1531,1
70.8,-0.48,0.04,13.8,19.2,0.0,0.1034,1
49.2,0.18,0.004,22.2,5.7,17.6,0.0498,0
35.3,0.59,0.006,3.7,5.5,18.4,0.0438,0
13.7,1.7,0.004,6.0,26.3,34.3,0.1166,1
91.7,2.28,0.002,1.5,17.8,42.0,0.0919,0
100.9,0.03,0.0,1.3,11.1,18.3,0.0692,0
126.9,-0.68,0.06,0.1,20.9,19.6,0.2087,2
119.6,3.43,0.005,1.9,108.6,12.5,0.2188,2
35.6,-4.64,0.754,3.3,24.9,10.9,0.1595,1
51.5,1.56,0.0,8.3,29.6,12.5,0.0977,1
